City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
512,lake havasu city,34.48,-114.32,105.01,24,1,10.29,US,1598045618
513,catuday,16.29,119.81,79.05,86,100,11.77,PH,1598045618
514,saint-pierre,-21.34,55.48,66.2,59,3,6.93,RE,1598045578
515,esmeraldas,-19.76,-44.31,64.4,77,75,12.75,BR,1598045618
516,trairi,-3.28,-39.27,78.3,81,1,11.36,BR,1598045618
517,taltal,-25.4,-70.48,60.58,59,18,4.29,CL,1598045618
518,yerofey pavlovich,53.97,121.97,55.74,91,79,2.28,RU,1598045618
519,pinega,64.7,43.39,55.31,94,98,4.47,RU,1598045619
520,abnub,27.27,31.15,86.0,45,0,11.41,EG,1598045619
521,suhbaatar,50.23,106.21,59.94,91,100,0.65,MN,1598045619
522,semnan,35.57,53.4,89.6,16,0,2.24,IR,1598045619
523,acapulco,16.86,-99.89,86.0,74,20,2.24,MX,1598045619
524,dickinson,29.46,-95.05,91.99,55,40,12.75,US,1598045485
525,iguatu,-6.36,-39.3,88.43,31,100,5.53,BR,1598045575
526,kayerkan,69.35,87.76,55.4,93,100,6.71,RU,1598045620
527,istisu,40.95,48.07,69.8,64,8,7.27,AZ,1598045620
528,chapais,49.78,-74.85,64.4,36,1,6.93,CA,1598045620
529,turukhansk,65.82,87.98,57.02,61,95,10.69,RU,1598045620
530,taksimo,56.34,114.88,54.21,73,90,0.81,RU,1598045620
531,ngunguru,-35.62,174.5,55.99,3,4,4.0,NZ,1598045621
532,buala,-8.14,159.59,83.23,71,94,4.43,SB,1598045621
533,byron bay,-28.65,153.62,55.0,62,46,9.17,AU,1598045621
534,wattegama,6.8,81.48,78.8,100,40,5.82,LK,1598045621
535,qingdao,36.1,120.37,71.01,94,75,4.47,CN,1598045622
536,muroto,33.28,134.15,78.8,88,40,5.82,JP,1598045622
537,maracas,-13.44,-40.43,64.83,96,7,9.31,BR,1598045622
538,nizhniy tsasuchey,50.52,115.13,64.45,84,100,4.88,RU,1598045622
539,seguela,7.96,-6.67,72.75,89,66,1.97,CI,1598045623
540,saint anthony,45.02,-93.22,89.01,52,1,11.41,US,1598045623
541,bulgan,48.81,103.53,53.08,86,75,3.71,MN,1598045624
542,coahuayana,18.73,-103.68,80.6,78,40,11.41,MX,1598045624
543,zeya,53.75,127.27,59.2,85,0,1.1,RU,1598045624
544,aswan,24.09,32.91,87.19,21,0,8.46,EG,1598045625
545,patnos,39.23,42.86,64.02,39,0,1.81,TR,1598045625
546,cap malheureux,-19.98,57.61,70.0,69,22,5.99,MU,1598045625
547,bandundu,-3.32,17.37,79.34,64,27,1.72,CD,1598045625
548,manchester,53.48,-2.24,63.0,77,90,9.17,GB,1598045352
549,cururupu,-1.83,-44.87,76.44,86,4,3.91,BR,1598045626
550,tacloban,11.24,125.01,79.7,85,96,4.21,PH,1598045626
551,campeche,19.0,-90.5,90.95,50,98,7.63,MX,1598045557
552,viedma,-40.81,-63.0,71.01,36,0,4.0,AR,1598045626
553,plover,44.46,-89.54,86.0,39,1,10.29,US,1598045626
554,port-gentil,-0.72,8.78,77.0,78,40,11.41,GA,1598045627
555,neiafu,-18.65,-173.98,80.6,83,40,11.41,TO,1598045627
556,conde,-7.26,-34.91,75.2,83,40,9.17,BR,1598045627
557,soyo,-6.13,12.37,72.7,87,47,7.83,AO,1598045627
558,muriti,-1.98,32.92,71.6,88,75,11.59,TZ,1598045627
559,mutis,6.23,-77.4,78.33,84,100,5.66,CO,1598045627
